sample,Control_115,Control_130,Control_132,Control_133,Control_136,Control_53,Control_61,Control_62,Control_64,Control_68,Control_69,Control_70,Control_71,Control_72,Control_73,CKD_105,CKD_106,CKD_108,CKD_110,CKD_112,CKD_124,CKD_125,CKD_126,CKD_128,CKD_129,CKD_63,CKD_65,CKD_96,CKD_98,CKD_99
class,Control,Control,Control,Control,Control,Control,Control,Control,Control,Control,Control,Control,Control,Control,Control,CKD,CKD,CKD,CKD,CKD,CKD,CKD,CKD,CKD,CKD,CKD,CKD,CKD,CKD,CKD
154.069/3.6,1693586.295,1749517.702,1275617.89,6782190.093,983723.8459,1776414.622,9780827.581,4533706.757,572252.9884,1762230.578,3063800.974,1894313.133,1156691.557,845713.442,1025206.513,974378.2072,1443822.69,3214879.205,3466221.507,1853107.183,4199392.435,1016169.818,2733880.657,3624102.172,2536611.024,1758204.371,7385036.824,5970070.414,3776229.897,828201.824
255.145/2.8,10000,1744937.958,608981.5944,420096.8296,65972.90626,640209.6101,8657535.111,4687728.248,6477.375895,75116.95817,2461579.133,981973.1065,1173156.334,247931.7915,560513.9451,26915.79608,2197113.857,1533916.244,311459.1037,26036.63719,216315.2065,599408.355,4125011.629,709314.2723,551737.0969,1748622.046,298701.5933,2493069.633,2377365.907,246451.4052
256.146/17.3,36005.28454,1047291.273,60659.01247,429096.9564,332423.3156,158633.9435,657781.2326,2022374.486,524145.4736,2340190.45,3003269.619,355762.0216,1784280.537,830794.6244,106276.0472,10000,910492.8955,460533.8729,79270.58535,5687.458694,4783146.236,412590.9237,77217.23419,10000,25041.9514,686301.7102,560361.309,2300094.922,246167.0661,233031.0501
362.108/8.8,342409.5313,684466.1821,588878.093,492793.3904,616727.3697,819324.5276,12247819.88,880151.2518,106244.3561,78395.06603,534959.3028,1489198.147,653754.0921,324024.4201,316380.4275,738644.5999,1216518.692,1080711.681,475736.4639,1147633.095,736743.4706,406235.262,1708372.281,729667.4915,1006284.234,729475.5005,1345163.013,322854.0412,1337135.444,1513733.573
219.17/2.5,3415903.045,12540612.11,3883245.223,63160944.6,4952233.737,7268682.5,5854960.072,1017638.656,1767394.765,8616639.361,7921100.831,8641033.463,26352510.18,10026267.48,3008105.11,8939892.034,45561751.9,1428214.333,10335244.97,3106047.573,23852228,27456962.74,7894222.002,1151327.943,1219250.299,4399548.203,4009670.789,19791670.29,16830481.99,29419556.03
164.909/2.3,944915.7178,2711837.463,308399.1012,2149307.342,2009966.627,1148698.743,2098281.145,2332945.308,1596882.377,1289435.767,2276623.659,13594.45704,1922162.091,2011800.941,428690.5047,1743170.637,5693836.998,1012509.804,918103.8957,842806.0464,1221567.114,474676.2653,2337117.728,1147473.795,2274295.94,1515826.503,2530353.737,2244357.707,535532.3697,1468650.787
170.045/6.6,7509968.531,26814679.92,21500009.96,7517579.466,45773364.43,7601084.075,18692088.92,27493931.28,579070.6381,498676.139,5199094.148,3340288.898,1788403.753,2842182.48,565063.7507,21869562.14,8007445.541,3965334.757,14033051.91,7764922.035,27351096.13,36456318.85,45944159.9,2371951.545,15432689.8,6089818.929,5880163.24,1418873.082,5289870.972,9313219.286
323.08/3.2,92484.02866,394078.8936,470570.652,752393.061,199230.3055,367225.9926,649390.2967,552760.7791,274704.4945,256817.5453,502106.0147,528231.2854,447310.3643,209333.6424,466292.7449,9383.733047,4474777.878,177765.8905,10000,33589.94567,1129928.743,185759.4317,135983.0831,586754.4313,207356.6721,176199.6706,108036.6782,267845.5086,542221.2766,152475.4816
265.155/11.5,522629.4927,864611.9774,376983.5622,674260.4295,470722.0371,2527182.155,1116696.078,1539867.935,307563.768,1111694.904,522092.3182,443961.1474,697625.4264,408336.8912,484177.9412,553990.6573,1761873.026,496588.3645,943007.2331,426660.7329,598595.5689,608537.6012,701591.6477,523492.5403,1196367.345,565117.9302,248840.3045,551842.0473,706260.1613,962910.334
488.271/12.6,451557.3488,64053.9059,648383.1859,93435.73532,1207529.591,402049.7175,494243.6624,193209.5691,32275.86692,204624.1112,15049945.17,546207.5041,10000,160024.5326,669403.313,3754864.49,4776517.436,3472921.533,812777.6383,129869.2849,219080.4625,700455.0501,3603891.41,4242890.423,3555507.225,249218.0224,869759.9079,162506.1484,643691.441,372561.0976
145.134/6.6,3871750.098,2892417.433,2322005.833,2972887.448,3737454.032,2270110.436,1993247.316,921407.2779,932091.1627,4266070.97,4119922.085,2258755.112,2572690.279,3244083.187,759047.9184,860386.0394,922504.3758,800949.9388,3404015.793,3384579.33,1858779.08,3356257.61,2688684.512,787583.8303,2308450.244,4199701.262,894344.3533,2874189.389,3891141.683,3913860.767
282.12/2.6,776320.1275,4339461.976,3416294.763,6700822.982,2216518.519,11492810.61,8932559.07,7643570.596,2036928.963,3960797.521,6817492.668,3551105.998,5305658.477,3106983.992,4715270.163,1327659.949,7259727.438,4575693.491,3651258.979,1410954.363,9558688.309,1808038.122,3681159.641,3298676.039,4796901.889,2333613.19,2466937.099,3914412.658,14377690.46,2699005.349
143.054/2.5,1727211.073,16990486.79,2917619.079,2687958.5,1562526.874,10166203.82,40014841.9,120360606.3,944816.0936,3590336.722,27843107.04,3988682.558,9158693.025,4792970.13,775550.36,919630.6638,22373914.34,4433159.892,10159162.33,4344597.053,15419008.66,3607585.723,22077477.32,22660813.81,39906292.26,12730181.22,9288848.801,8367257.161,2095775.342,12826523.48
240.098/11.6,2000826.388,11491300.79,5789468.193,5644035.911,4594351.918,1032124.753,3372810.463,13120121.55,1440731.497,1248443.486,5254387.014,2681925.665,7866654.362,1598394.504,1221272.675,3820662.448,8660013.486,6238697.717,6682824.208,4496300.554,4734347.531,7297905.66,5934515.333,7460676.274,5333065.147,1169077.236,594144.942,933208.4174,6637710.232,5995814.427
300.217/17.2,4708420.116,37554047.94,8549667.427,12844482.15,1632554.403,13359131.47,72094465.34,90759546.23,3294747.898,6509552.251,22364680.27,6060803.71,59040486.94,13984619.76,7226031.528,1787392.58,81229055.18,5558645.841,14380352.8,20143160.76,13154484.68,2087533.478,3404688.232,17548701.62,12294366.46,2311355.254,3538358.353,6280728.945,99989715.08,7630543.632
140.98/2.5,359247.6062,3049626.809,74217.1984,1037873.522,326472.942,419665.0076,2283640.058,7348822.421,1170806.632,535963.2594,4189476.61,10000,922299.8041,2415726.425,10000,496740.3535,1928918.518,58556.6961,38363.74,171535.3591,1038652.713,51836.92663,1814657.086,1940109.213,4169163.019,1230057.153,4462285.581,1270602.945,41487.11203,1319448.559
184.986/1.9,10000,10000,10000,1153078.615,1560340.039,10000,1626866.206,2233507.811,1718155.776,3902454.428,10000,1493953.59,1686028.66,3563233.398,1714610.845,1968218.929,2216258.911,1929245.363,10000,1296433.399,1218168.817,10000,1289417.216,1216265.669,2096246.05,10000,2571155.372,2273181.253,10000,10000
303.071/4.5,997279.5129,2477161.711,7383486.903,944962.9239,3938062.143,2895442.206,5739690.896,2989949.023,10000,160846.5502,2875928.501,1215670.467,6881887.961,1475764.868,5935.347481,2915956.302,904015.8986,956037.5148,2632996.141,1934558.549,2129530.864,3598785.472,7313538.158,318703.4741,1843063.987,2458441.057,1766273.26,2143323.109,1580712.801,2843730.17
314.233/18,4962368.454,18930603.24,6351896.175,7834651.699,2445818.095,14262338.4,9803270.685,32234848.19,2176705.141,17785130.1,26950620.39,7475906.494,5214248.374,13037264.45,5337889.326,4636840.811,22818246.71,4357164.047,45556933.27,4196831.919,11686054.54,4204255.955,5073413.312,22376509.97,7728165.618,7385704.187,2988958.766,29099768.08,24188550.69,3258750.426
153.066/3.6,25764945.71,26111793.92,20200661.41,94497922.61,14592381.08,25414754.63,153747591.3,62999282.83,9369985.762,27389615.47,46144665.82,28635193.37,19343465.32,13612079.83,15385344.16,15060059.42,24097556.16,47717323.87,51783246.07,28451027.51,62158060.01,16194790.67,40015282.32,52244513.59,39039814.92,28003267.92,101288617.3,77567828.92,57025664.38,15349321.95
416.286/11.5,155241.8438,30429.73555,291328.715,308099.9175,1186526.434,10000,976923.2486,10000,262977.1042,411083.428,33521474.07,564330.2744,77162.9415,407315.9984,529870.0495,309177.4247,1754471.363,1976782.159,631943.5955,27125.16311,66395.26797,277415.2014,694995.6103,12389746.78,3028523.175,690909.9751,907742.5807,9406.315918,1921429.209,10000
460.312/12,169077.976,133630.5869,380803.3932,461125.1588,1270134.757,23624.60036,2997534.354,227523.1411,320823.8672,514715.6171,48385020.56,649250.6589,170425.6711,446143.7074,729733.4692,452478.4541,3828071.035,2724101.165,845509.1722,207446.016,166552.4693,451318.7822,787017.2398,17324699.6,3950373.392,896778.1996,607869.4396,19971.97259,4346666.085,98394.83042
342.087/9.6,202235.2901,1688945.014,317803.6499,675503.3618,509711.8361,11684669.78,121948.4469,1543454.183,190747.9164,455186.9039,387694.9069,219913.7957,232102.1837,205610.9754,531133.7487,49522.81446,1351176.368,1267578.539,1071984.602,560606.5794,352458.2982,340697.936,2946909.388,1325369.289,1778481.115,452910.8338,616556.2947,7070.988687,1687175.617,504739.6042
122.547/2.1,411372.6701,928870.6785,449801.4604,749488.44,509130.5625,856126.4736,1355778.963,776828.487,693389.2346,458080.3408,705628.4933,353544.2466,447871.751,469571.565,440276.2311,180227.7867,467412.0194,1013584.493,1572830.331,316952.9569,1002443.171,372025.909,689392.5787,335963.9022,914432.7438,457336.3442,366689.7317,208545.6958,296637.9227,691560.9898
208.891/2.3,88263.19647,1387718.968,93740.43957,977640.4119,338476.7067,84479.74448,327758.6664,1720666.289,1237881.398,125189.8114,1115232.344,641577.0875,196648.0676,1745641.371,539541.2762,360767.6091,657481.1701,207288.1922,7075.001692,45946.79649,163535.4203,184541.296,668258.2191,552435.9433,1236052.192,663891.6139,2975343.798,570035.8539,141171.3526,737056.3317
150.058/3.1,2612476.843,4917740.833,5705214.591,5185565.198,2064244.56,11491722.38,9972737.328,11943490.18,2297832.954,4296177.525,10365668.6,4804154.324,9073949.716,3544443.959,4424523.051,1973597.777,6884328.227,9355316.709,5355526.612,4087970.682,9270809.397,2410527.035,9927377.834,4893749.323,11848910.08,7987784.56,3871862.729,7198330.619,8654341.211,5769125.076
315.236/18,721923.6037,3072070.591,1448237.755,1235301.336,341326.8924,2411087.454,1665836.704,5416915.62,413398.408,3014978.307,4599112.138,1250087.124,817584.1068,2143095.912,1063572.295,274318.6774,3804739.36,615420.596,8061725.172,689943.8955,2003322.797,681459.6962,794141.7234,3950383.408,1302773.829,1236371.013,474778.0496,5054776.227,4109826.59,537431.8547
257.227/18,529339.8375,2748540.404,776775.2994,499692.0966,493079.2522,1102991.979,4343566.437,1189999.069,379650.3513,744148.904,2097834.511,481643.962,469152.6245,458663.8632,1296023.085,1159743.206,590191.4479,1467244.304,636147.4212,1300038.654,383024.4241,334997.1563,1414041.117,906796.6369,2587282.86,927999.7277,296103.9785,833578.901,2304265.327,592934.854
400.218/11.4,1374468.001,287019.8304,1785208.546,524142.3237,2653383.062,787094.9113,449203.1042,240287.3494,138509.2802,533048.7721,29954777.31,1392072.679,419457.4514,560135.8241,996146.7862,4935016.487,5537401.822,6379715.849,5546388.231,657757.9849,542152.1859,789614.9605,7707612.915,9338779.866,5442950.652,743418.7367,3345101.624,610656.2447,1536824.977,659735.5146
217.119/3.6,2350910.708,5121439.743,3209461.902,76918029.52,1628438.811,10466188.53,10209064.51,8806730.73,2384977.757,8246883.812,5897784.629,5657069.235,10117423.36,4220921.053,4914904.191,4092334.012,25567707.87,8488417.496,9291601.654,2620713.567,10612999.41,5586646.673,11550500.03,7701625.321,8127470.234,2940755.386,5407824.837,4269491.957,13838524.91,12249410.03
247.129/4.1,1466477.448,4950547.519,2408358.26,3615279.549,1656145.627,2481640.417,9606081.087,4427436.068,1957131.695,1975431.707,8129418.613,2957736.332,3576966.685,2336368.686,4367012.899,683844.5526,6329150.802,683282.5131,5394671.871,3099765.62,8279506.63,3011495.2,2791291.042,7103536,3362195.283,2163337.808,2981258.131,2707292.585,1066916.24,1650784.014
121.974/2.3,576420.5223,3101786.187,20849.57688,2122285.793,1025306.568,622571.0524,1660213.914,4076530.922,3270133.58,605262.0422,3274723.317,10000,1090375.926,3620381.114,100465.7146,1034614.312,1989982.358,311575.8271,123072.4819,350452.4313,830752.0169,141761.1424,1696480.722,1591226.952,2881176.455,1683545.779,6332747.381,1549195.781,140181.1594,1586861.167
196.869/2.3,1198852.797,947279.8341,1517358.012,407015.2956,1440242.841,635050.8381,2553721.7,1515156.63,1745935.147,1462306.119,1623507.128,454579.5286,3236496.206,1366472.813,1389920.296,940795.4973,1653715.288,4262152.9,2054050.397,733135.1369,679585.6702,1578152.463,1473046.907,605639.0882,942236.6875,794565.9342,3448375.326,1302041.347,2198492.486,589125.9849
475.16/16.6,458045.2675,1131924.875,429252.4832,1747286.265,1369319.988,125923.2892,3111715.728,875626.8597,470124.8201,826669.0369,2733415.756,612748.1823,1483237.979,1089630.97,632257.5056,79379.14803,2288785.896,672115.4397,10928159.45,3685279.269,897783.8812,224748.5854,477169.7717,216076.7433,947041.7573,66432.44919,12778.77231,106656.6602,368549.9886,93611.20933
313.134/6,724611.9016,1998067.378,2060011.941,1360430.602,1853412.154,2178979.7,1403788.312,1770543.624,1228665.706,652113.0744,1052542.073,1420759.911,847971.7274,2504635.048,1513817.573,858766.0878,2577101.906,1260882.567,916700.8233,516516.2474,1094065.084,716988.0994,1224174.525,1606691.242,2111987.558,1672959.771,638589.9804,1980725.59,3272128.604,834833.789
211.083/9.6,564766.8556,2897780.146,1142861.399,2701783.255,3208214.328,6379076.782,531032.5173,3004158.682,473107.6198,501612.9274,673215.0935,846819.929,590271.4254,561860.3497,847376.1639,584736.5929,2465707.976,1846824.528,1121296.63,613834.2003,1183258.714,1525229.173,2128482.207,1531926.769,1181285.198,394923.7966,1218099.628,4708184.229,1245671.304,587990.4481
254.16/5.9,185642.5183,449922.5291,293180.2753,579029.0255,405919.037,628793.0084,633177.4074,381234.6034,164456.5578,335942.3566,6276460.982,1190849.633,343724.8601,358965.1638,393241.5787,454252.4641,2820214.978,801815.8319,1126441.614,274731.5479,476883.623,755659.8243,1038558.215,2522671.299,1557075.281,327366.691,743623.9415,377885.5142,1283212.39,248000.3384
275.161/10.2,511700.9125,660540.631,772873.888,735590.0475,549226.0488,750284.3024,2465766.606,156676.0012,1537056.464,236569.3773,997435.522,654820.1946,377793.6916,490896.6645,299555.8786,419403.3738,3789965.849,126805.7071,120808.9684,364413.6639,1297150.628,316147.1206,699194.7421,368574.3756,433475.1804,175426.3905,139724.4777,675317.0047,800537.6301,87124.05398
445.171/18.2,1743608.226,3400284.424,658410.6473,1617265.28,901808.1701,6959904.816,7388841.696,2440879.541,776209.8166,2326742.393,6484803.807,2796707.824,2624236.477,2426575.432,1563440.196,233849.9081,4409426.25,2966572.878,2953238.341,726018.7604,4317780.016,3036817.972,2930607.432,5984554.204,1354046.707,1744129.709,1553024.913,3863987.011,9533688.629,2471414.435
195.116/3.1,1569143.068,1592471.51,2802214.265,1809566.315,1087342.376,4066986.465,1837393.317,4293998.6,1548801.082,2421309.969,2296442.648,2429030.067,4617474.59,2000577.863,2402144.846,699985.7844,2587210.492,2602945.847,1868930.548,1670472.857,1439403.12,891624.5496,4516262.528,1633675.744,3177570.95,2868476.908,2871269.866,3595577.878,2129598.576,2397557.211
205.097/9.1,6098836.218,44629262.24,33441106.22,19781833.88,11960704.74,43329689.3,48766989.95,60807609.02,3727299.248,18808514.98,75936352.91,24824351.58,41589128.52,13909614.94,13851429.92,13430538.57,43773328.74,13346584.89,42095868.94,13850883.52,43234724.01,12064035.77,27572530.17,21533463.1,60223905.3,52290319.46,13705294.57,39361256.76,18907620.16,13582581.22
211.058/9.5,711910.6585,1641031.757,1151160.906,840735.8835,456599.9926,2816598.431,2408893.051,7306020.237,507735.2084,804031.2885,3178318.659,918707.8857,3194563.07,828918.7151,1009009.761,601124.6255,4741656.275,1300910.032,2832804.888,610810.9449,1395141.067,1497543.058,5098234.678,626729.753,1474865.963,2454678.509,1158038.549,4997499.18,1236824.385,624752.8466
117.998/2.1,648176.2846,1356980.025,1063081.174,1719527.694,770182.2469,970987.6353,2019048.992,1165239.352,823631.4907,609946.155,1357989.28,1509966.269,809129.3184,749314.894,1014530.087,586256.138,450219.5118,283134.9951,1631012.1,1552607.944,1296558.177,1485141.032,792119.5417,817693.0923,1330432.624,365396.6857,941792.361,215789.7526,2311759.669,1646372.666
160.097/9.7,2070467.49,5067628.282,2645508.126,11884682.21,1959679.96,9061692.052,15024164.24,19941981.41,651737.4467,2884956.37,9572168.791,2449953.469,5589060.011,1833821.045,1604828.293,1036924.295,44654215.22,3745545.846,4487543.583,3006964.063,3057792.428,6450228.828,4291203.654,2388823.514,3187274.9,1357162.877,3181097.496,5853253.153,15482244.51,4463429.385
188.176/2.3,1419810.472,2540104.117,5333734.918,6998281.368,2873124.587,4959668.698,4334219.867,4933544.919,2980084.145,3347052.845,872856.8902,4038240.237,2399040.108,2555544.744,6586860.615,522064.7597,3870210.913,1300519.923,1780401.463,1848166.214,2861336.5,1733580.795,3910320.951,6404785.676,5183370.825,3244861.653,5498805.548,4944408.297,7703826.286,2200515.644
238.092/3.1,248446.5775,1368601.147,1772194.698,4649873.987,1430980.03,1063728.636,3807267.617,768902.563,1623581.011,786234.2922,1766140.702,1348359.363,2108412.473,549872.3055,1224936.467,323316.2558,621715.8797,508892.3553,17518414.84,390186.0514,4295136.385,431710.7823,692919.6037,626240.4342,1489735.346,534565.4054,388183.2099,446153.417,1009626.064,456060.1395
413.267/2.3,1048471.818,3615380.78,665742.0143,3397746.307,2240478.186,1301441.232,1790970.13,3875536.791,2030353.58,1620277.343,3232477.017,144283.155,1536190.067,3063432.944,489315.8008,1676736.859,3097601.261,1419089.532,708652.069,972269.572,2720842.375,453567.2328,3585590.739,1700093.59,3622354.98,3118181.866,3614059.869,2611452.161,641657.733,1980850.729
340.103/12.2,1217719.201,15368768.46,159089.9527,11093882.93,641194.0161,160414.6347,10643464.7,3304004.913,163781.1675,10258657.51,295000.8353,573659.2634,257245.774,401386.4966,232398.6647,410631.8247,20150662.43,6324672.334,922875.3541,20624781.89,111606.6175,1843045.825,766822.9763,3567609.676,4296904.777,418258.0439,16269.02054,146365.6492,420918.1133,4358115.593
356.243/18,556299.5801,1157814.365,1076221.726,1140383.853,185672.4829,2654193.779,4432878.951,10674279.7,723369.3966,1726988.926,9254091.287,874866.7147,2055780.702,1791343.082,1103560.036,331536.1447,2201991.34,985358.8855,3376736.173,421561.1715,4717956.359,580363.5059,1149550.182,1882867.371,1693161.7,1330273.956,498132.1914,3217044.364,11734993.51,518175.9173
190.082/3.2,1146552.644,4256928.751,2216104.406,2295583.652,1479525.416,5030135.527,7884226.901,5482668.38,1517237.815,1062349.962,2561141.437,3427093.613,2134258.039,761322.9385,1745144.56,862240.6348,5045526.906,2196271.123,1762311.295,1643131.977,2737664.727,2791973.196,9590309.537,2197806.068,5110213.105,1376649.412,1092047.428,2832882.166,5284902.258,1848515.378
249.172/17.6,160222.8383,600473.929,369573.4807,484079.0151,318937.4474,1465554.476,1165077.036,1013186.042,438272.2884,1204110.269,1437202.449,507425.1108,1022785.843,803774.4943,568801.8651,147737.7622,1264661.758,331744.4404,1166127.086,127528.3984,1292352.848,342293.2223,323146.5544,879436.4053,453045.2802,324417.563,290580.3866,1689878.58,1895013.526,234264.5029
217.13/2.6,777547.4464,3875293.895,3831036.471,7758556.948,2278710.148,11143845.31,5650657.363,7249986.993,1976595.628,5097453.825,7926112.266,3761699.038,3360141.916,1117594.817,3763746.943,521082.8603,9449544.271,7138173.328,7102593.858,1770730.422,3756442.529,1443525.644,6995468.204,4782296.021,6858188.929,1337327.326,873043.0288,3103058.845,11889058.61,7406355.038
248.168/17.6,1027916.434,5323992.879,2764700.352,2797309.616,2390142.307,12480357.59,9940916.985,8768481.465,4008849.297,10052466.62,12777614.2,4427116.193,8755631.643,7277111.792,4868347.469,402009.5976,10974692.2,2081425.862,10625902.43,1022088.233,11260731.27,3025486.384,2359178.598,7756996.547,3817834.203,2199456.954,2252464.649,14207591.95,16781935.54,1928324.189
188.071/9.1,490398.5992,3095276.536,2382093.33,1522315.238,855974.5793,2429390.337,3553115.243,4222791.833,357859.433,1292323.237,5169893.789,1860910.47,3075171.933,879046.4172,1020655.97,916346.9058,3038747.768,919314.4161,2781181.757,954909.5047,3176244.614,848502.9537,1969997.183,1371733.443,4515409.985,3651885.93,1007344.95,2916906.711,1186142.068,971974.482
196.08/8.1,1818411.872,6227262.495,4824720.257,417021.6359,4838022.991,1124538.227,1328681.898,1522334.115,4906114.297,437457.4419,793463.4521,10824274.26,4897176.119,2592755.629,1984041.684,14528326.7,2385320.906,1966739.44,739373.6107,529501.4188,934955.7543,9367024.761,1437269.958,602013.308,1338205.347,631997.6013,5225146.744,507559.8576,2830586.271,471289.1927
158.081/9.2,2083331.147,5268251.922,3798045.968,10640421.45,2487569.152,19801373.54,23583517.77,13913307.27,1462113.335,4401733.154,8798333.635,4477079.493,5254496.35,2569934.225,2439642.503,1375426.722,33960953.99,4314751.455,6480243.213,3088301.746,6006480.502,11574406.18,6290040.602,2785882.136,2806727.806,3414086.492,9970556.358,10934491.61,9922463.108,8588116.034
232.897/2.3,1454122.831,4442208.808,232847.5353,5240393.017,3783378.936,1350237.629,2196872.466,3368138.058,3200764.881,1449359.137,2904988.705,209533.1269,1994325.56,3190882.28,841488.5461,2255637.628,3024861.159,1102244.141,711208.1516,1140827.855,1378975.931,885513.3655,4389057.78,2090498.133,3302402.905,3422642.362,3648046.82,3767317.637,382581.9214,2364439.582
175.127/3.3,812431.275,1097299.604,554219.5631,1930129.084,700097.3174,1036946.091,1924477.054,3422713.296,463566.7403,847591.9446,1514542.017,869711.7476,938465.7598,557571.7334,827091.3581,880203.143,3109938.76,930150.3784,824763.3213,2582381.332,1283175.711,444669.9122,1691228.621,809353.5605,1279467.222,571439.7803,1873266.258,1297637.229,495425.704,526385.1041
131.118/2.5,1052667.027,1401258.957,2483970.083,2943894.001,1903661.065,7100940.033,4858667.153,2470999.841,1330966.8,1914202.199,2167902.113,1488416.339,1601445.319,2609226.488,1857224.147,1425715.931,5256794.892,1577991.989,1772557.564,787726.7878,1370692.433,1017761.94,1602284.315,2649002.73,4172899.878,1717536.591,1371287.426,3091081.66,6208499.555,901375.7204
130.065/17.3,561138.5836,3216467.334,557163.8738,1035645.015,766495.2324,583098.9506,3501483.947,1125529.199,463957.9975,3301370.474,788053.1747,433844.842,501306.8295,2217473.442,446361.5486,545387.1176,6001306.273,1072768.315,577771.1081,3844558.112,602310.4287,697142.735,375293.3851,1420925.254,1236841.359,763542.9159,495540.7167,751577.2104,734337.7333,2286081.481
401.222/11.4,201556.9727,36882.0605,282707.3088,69200.10319,376177.9593,124273.9239,94412.3634,63175.80617,10387.64651,55564.53547,4822798.446,204738.9872,53747.56363,58933.8418,145973.8437,638828.1491,814959.4743,991696.2624,811741.0429,47869.66246,95680.88511,101269.2635,1108896.156,1409454.337,791812.6409,96981.11614,492914.1336,149803.3799,223767.3026,76371.96147
317.171/12.1,128706.0038,834550.1259,145248.8592,334295.6065,173275.7282,1940766.271,1597904.15,559251.1457,77165.47939,380714.504,1361653.19,228454.0677,378074.1263,146995.0069,433395.0272,376845.4627,1356174.029,526007.5735,427396.7154,277469.797,346956.0914,442668.2957,1117265.262,574915.4183,341578.9809,416922.4602,504863.7936,1284660.769,1114057.238,282665.7665
145.105/2.6,897198.7358,3863467.945,1332736.161,44236327.39,2225124.829,3240370.083,5811154.775,2227102.32,857520.9131,3670545.237,2542367.025,7752048.172,6391305.738,4251497.127,2211969.611,3022872.241,12590899.63,2084336.055,1811469.34,1179455.345,6041852.296,11631319.64,6492132.051,1042920.479,773612.8999,2791168.385,8097591.249,6619670.119,6384572.907,10026221.05
372.259/10.8,164882.2359,212605.4111,326053.3106,551713.7231,1266351.781,111296.1218,751726.7758,146549.8465,289689.0578,463821.0361,35290069.21,563688.7259,186290.7069,501378.6702,402707.3863,299550.3741,2468812.375,2342125.692,2204223.486,168134.5081,195134.7712,400746.9457,837753.8895,15006183,3902844.278,804496.9343,853057.2841,87628.23673,2439872.729,106957.9002
195.082/10.5,839403.3199,1767398.261,3297551.086,3219756.15,1555195.965,1144308.595,1337402.771,1383944.269,1455984.678,1231614.097,1058257.845,1327150.357,1430649.839,1416599.351,1318828.674,1195841.89,2108877.858,1355283.61,1088790.153,987161.7766,2006037.074,855492.4746,2790621.721,1526418.537,2885950.04,1007622.547,1620248.63,1218451.322,1371780.412,870939.0067
245.139/16.6,412733.9491,635163.4507,1451546.887,2212957.99,1040660.45,3208978.769,3363448.017,6536780.598,1638026.7,2587469.473,3563044.641,1773686.352,6765286.761,2998819.42,1646392.435,455196.2539,2159738.829,1353587.103,9008433.316,743590.4049,3357231.624,941828.6091,4830744.589,559535.9309,729196.0731,2154023.364,599160.8173,7369870.948,1187415.255,1480199.615
474.291/12.3,152569.4811,106720.2749,295081.1831,85788.51438,1588117.829,124536.1809,1723032.198,208252.5978,17689.65951,397352.0072,38341857.72,551350.0465,132776.3511,308273.8905,852590.2897,1153939.666,9471313.166,1891635.122,346465.6225,25441.36732,179585.2257,993254.6638,1665142.078,12642346.01,3762146.909,215756.6996,499278.9339,60529.77292,2447929.877,159690.2838
417.213/17,105747.8844,519834.8793,925952.0121,820739.9271,295308.742,328297.3769,2617572.257,3744137.782,226301.6937,64063.34254,3155968.708,894579.4712,996218.2588,351656.5272,2084291.419,1703213.377,1901440.576,2166855.893,1810784.812,851702.9449,2195498.709,333922.4637,1793704.762,255958.4537,1239514.361,1364471.962,628982.8982,310208.7133,1394142.72,358924.3015
446.175/18.2,354423.9149,684550.5689,152471.0788,328713.2524,170056.8491,1389230.517,1462494.324,442761.1236,317119.0773,468662.3073,1296092.274,539045.214,528427.4163,495292.4008,361205.4213,95364.87075,749858.0441,573123.6543,581734.6799,145395.142,882234.1703,620045.2971,533031.7269,1171283.445,286697.7514,375926.3391,358465.8732,732229.6412,1929723.199,482923.7379
199.046/3.6,401487.9593,1730335.379,461417.4776,1015357.414,1162532.638,3382457.253,137621.7494,2538113.662,521025.8142,208879.3778,290541.3467,354433.2547,265391.3475,1086414.661,1207627.768,407048.73,3315348.458,1141544.736,550781.1311,981716.6163,428384.4042,1096165.164,1741891.865,851594.998,789157.6544,209168.3487,1331022.82,128173.5434,201410.1482,548669.7051
328.233/9.9,86354.36863,195975.1714,217378.1082,499766.003,511779.3014,195867.4541,387064.8311,189443.3403,218387.0091,314251.9767,14549487.99,414231.2517,210692.4719,355138.5269,314033.6475,112846.6282,960255.5473,1435365.876,1931765.939,173974.0506,182667.6916,309141.5384,507629.5383,6058932.54,1779101.216,497871.562,452278.1845,129631.6384,680485.0151,106541.8542
227.032/9.5,5368.788771,367605.9808,143922.0537,205623.0778,290189.5241,1715916.551,1612128.098,1409795.018,45248.26671,802175.1056,1210639.275,172329.348,2910880.098,194247.0253,767647.0704,24685.53752,1696559.011,1198459.022,1755231.133,142604.2415,393710.3102,567310.0571,1630789.737,163656.5028,368766.9828,612813.0977,168651.1736,2550423.232,1463753.26,50999.88962
246.243/17.9,113108.477,18575516.02,12179554.79,8516492.263,5661361.541,3268915.075,961715.2963,3108538.092,3154479.45,3198048.983,1391577.289,3358918.581,1423281.234,805861.7215,3135992.691,2182345.112,10287443.94,3332229.913,272905.3952,3927959.94,5142238.256,1171002.264,14313770.13,281326.1349,8186594.308,3695508.956,3215617.881,2856828.93,5142289.054,10044272.95
