sample,Control_115,Control_130,Control_132,Control_133,Control_136,Control_53,Control_61,Control_62,Control_64,Control_68,Control_69,Control_70,Control_71,Control_72,Control_73,CKD_105,CKD_106,CKD_108,CKD_110,CKD_112,CKD_124,CKD_125,CKD_126,CKD_128,CKD_129,CKD_63,CKD_65,CKD_96,CKD_98,CKD_99
class,Control,Control,Control,Control,Control,Control,Control,Control,Control,Control,Control,Control,Control,Control,Control,CKD,CKD,CKD,CKD,CKD,CKD,CKD,CKD,CKD,CKD,CKD,CKD,CKD,CKD,CKD
242.926/2.3,1191559.757,2104652.032,809708.8838,4564449.992,4202894.401,1069506.892,988309.2032,1571788.412,2905725.663,1294906.37,822880.2725,437613.3025,1321119.105,1679923.102,466242.6751,1712991.346,1709793.695,1351640.259,542757.1769,1517043.708,803932.9999,384404.3403,3720873.773,1245115.083,1589022.818,2727258.221,1970922.694,2788396.536,638240.741,1565774.762
281.15/16.3,810819.9925,2775264.346,1451562.787,1428402.009,1699084.608,1868454.826,11858746.42,7407716.552,380498.3388,764543.6212,3292921.745,1227103.445,2039675.527,639880.9504,461097.4198,1131843.313,1890196.17,1139316.106,1704991.175,5858356.104,1196842.583,1884573.719,3544013.736,938265.2612,3040912.714,1756517.393,3624568.032,453912.3271,10129027.93,2717147.716
226.952/2.3,744964.7218,2795108.518,233248.5253,6843340.53,2771921.464,629151.8014,532935.1228,3198128.65,5669167.162,449116.5822,946722.1266,21685.81303,561065.1962,3161890.702,158200.0482,2819065.555,1901073.665,423822.1663,278330.7245,1249521.741,935595.4541,98800.51613,3808401.455,1804977.248,2344499.889,4366692.476,5661662.271,2125031.632,425196.5334,2396616.814
430.265/11.8,252060.2528,237246.5362,413857.1468,156264.8423,2142093.199,191695.0951,1240381.842,172575.246,33052.34536,414693.4312,43238509.15,707340.5248,161748.3417,426769.0672,744527.9133,1220791.109,10118899.77,2484548.628,640530.5452,29621.69515,233484.2178,1333305.048,1665232.153,15476712.24,4212319.263,241374.9918,957791.7797,240256.3475,2954942.698,143590.034
251.103/11,333333.5904,431801.2719,301099.4131,384718.5626,212380.4915,825641.6817,1462623.014,866689.9186,325026.6609,573722.6792,326366.9411,703505.7511,900817.8861,167604.2327,605260.451,290450.9175,1135208.347,756823.0644,434016.298,447407.0267,577300.8715,371477.8206,822475.531,410419.1389,725687.2687,375728.8545,613509.601,479918.1773,667236.1176,594573.9999
148.935/2.3,544022.5464,4282953.306,8563.54251,3802278.477,1482219.604,554107.1166,1257240.919,4723275.546,3600007.544,492879.0072,2843468.508,4396.545139,819172.9424,4305592.549,35733.32562,1280234.084,2344271.025,264835.217,107930.8991,172513.8966,285123.364,75653.61817,2645346.415,1898605.71,3759038.727,2522887.735,6964736.939,2153608.903,77384.90466,2442238.001
165.055/3.2,244823.647,687648.1214,547486.8863,489678.9257,371243.4775,484552.3109,744249.2707,1044201.053,326041.803,436812.6251,1087567.151,449755.5933,691645.2019,816533.7186,440440.6009,2883789.049,626130.5584,410010.9099,345873.9849,276080.9427,592349.1994,216090.2423,379870.8503,308174.6441,1087383.493,652671.8651,329787.0425,429082.5839,541212.2206,264815.4848
144.102/2.6,13363070.32,64004696.56,23206475.02,631525608.7,36677083.65,50518969.41,91535349.1,39412047.77,9955429.856,58346306.72,47640469.49,130696846.2,91878077.93,69304449.81,35945886.63,50086117.02,188208219,34259382.58,29868149.15,22493455.56,92394790.13,183157049.1,108433175.3,21744463.55,26428716.54,46983349.81,123067760.5,105901406.3,101816424.2,149158207.3
389.217/14.7,106576.2737,1091146.365,1949144.104,4943922.923,220171.9393,964749.7001,558309.8215,271503.0962,435061.7348,1407913.963,800575.9396,658676.3539,2006792.909,1021612.731,540551.4319,286011.0477,5367649.056,2078366.016,1235782.373,256891.8953,850894.3955,2367243.741,361346.3402,307430.6791,2632707.99,580921.991,126899.3864,251090.9969,1101512.176,387256.4494
301.086/12.4,77365.2779,364141.0461,202966.6188,1124014.731,64066.40223,692613.7865,839813.7826,628519.4836,140403.7895,266141.2263,824149.8583,249132.6963,351076.8953,238052.5162,340701.3529,88992.01631,938312.9569,399837.8744,501426.247,149584.3283,596297.7132,136223.1336,368710.3143,353499.0633,675175.3479,604645.298,161283.5209,589783.372,913419.0448,198910.874
106.086/2.5,753505.8021,2060380.89,1430741.089,1195917.748,1324295.054,2581111.09,3006298.394,3822180.834,657128.1104,618836.0119,1833417.476,981664.3484,2086395.69,1002479.186,597713.9804,761515.9352,1746392.632,1725641.24,1072478.156,937231.6169,788651.8963,1221426.452,2901571.616,1280191.553,1251474.245,1063942.537,4178863.02,1676847.547,1414657.876,1078447.147
170.041/2.1,741777.6139,2416142.774,404804.2868,3949176.606,2957770.387,3660636.238,2245086.212,602130.1849,1054913.088,840376.5548,618262.9011,1566330.173,1367375.334,646237.523,3511031.214,683423.9809,1872604.071,654080.2756,1795245.442,962877.6218,3213426.625,3819790.132,6591113.271,1388684.063,590458.5471,3675110.61,557512.1747,400347.6128,711967.2277,964453.8637
104.07/2.5,2853685.531,10128343.69,6837724.598,5802553.168,10192387.38,16369505.58,8884476.868,19452277.44,4487874.436,10133861.39,95692711.66,9569542.737,7531052.288,4789896.588,7818711.863,12752559.96,11036829.85,10332845.62,60437272.05,17996785.77,12078059.93,4881202.653,5193763.245,7703326.654,12720806.87,13329797.83,9287881.498,29840945.4,6431489.986,22692257.78
153.025/2.4,319598.8928,636231.0091,592135.1592,915568.9697,828614.3867,1952775.011,1561354.865,1191191.193,377798.4975,687928.4105,753635.1577,892672.9178,1035114.134,309374.1791,1282534.755,322038.4998,1462602.297,2531475.971,1088231.781,555254.6496,650125.8607,767069.4614,1544872.571,641606.5211,887851.2946,631102.4696,485584.5444,1088677.822,508025.4292,605084.0532
334.296/18.1,235971.7148,2943678.069,3049493.678,1777189.105,1268673.061,529859.0259,258486.5441,607059.7194,651926.0086,812651.1547,358097.7451,667952.9688,387081.3003,267587.1686,745953.1495,515776.709,1934631.991,641567.1598,29183.67601,894892.3378,1100346.28,319089.2098,1545423.593,64619.2355,1493189.522,652002.2808,627307.3065,688328.5476,1166607.936,2225673.223
211.069/2.8,247659.3754,780619.6532,711924.1569,2085490.679,539011.0507,957386.5477,1453099.388,777303.4581,595900.9999,409864.1356,850370.0991,302244.5853,367067.3199,400840.31,247592.3034,334186.7238,1503011.167,325491.3485,197292.2753,145230.2869,2237506.6,190848.9817,1724385.128,274714.3368,421728.3983,349097.4455,388417.9058,339876.1284,750111.7101,2059571.974
183.113/3.7,4128431.144,15167990.71,685836.2399,820460.3327,9021746.04,1604160.88,1559562.494,1864251.501,687306.0823,1256335.239,1332161.821,479256.6473,2628264.485,2479198.041,1397200.068,922984.3751,2363042.809,2923451.839,2248833.613,2615822.106,2329006.653,934478.6281,4976580.044,2099912.784,8426400.951,1592986.964,3758419.908,3319265.234,7866727.682,1389036.294
245.158/9.8,340384.7345,1035355.468,230541.3169,253978.2635,177784.5746,543958.3456,855441.1673,1172779.747,253286.1125,734100.4009,842441.4674,552109.4163,383231.0413,339342.5161,307582.4862,143453.3184,1109084.891,450317.7417,659739.7954,582072.9681,727650.9841,399599.4109,675923.3844,700740.0429,562590.5411,264809.4549,254614.4885,820714.358,634923.6569,270700.7708
217.097/11.2,414562.7881,763999.3677,601044.4635,559291.5057,797239.711,425593.8174,1439474.322,3812510.582,554149.9004,662225.5395,1777213.339,628839.7075,653113.1247,585703.8667,731695.0343,587433.6068,1555237.897,979179.4254,670246.8223,852295.716,1195967.507,456841.0764,953193.8331,466472.1657,1793294.251,770006.2656,1143294.343,725731.3254,1210652.271,499883.8281
244.154/9.8,3067016.952,8855449.353,1938112.554,2224070.011,1286835.701,5077895.277,7855567.385,10093924.06,1970392.918,6328804.268,7663931.015,4815007.163,3436010.079,2789942.545,2891229.37,1320905.933,10015784.23,3745113.102,5950876.056,5684476.484,6140735.137,3422328.293,5710335.071,5974774.183,4835943.264,2062650.836,1994415.235,7235459.802,6144798.829,2152177.452
258.164/2.5,39766.02627,1105459.351,75289.54248,10397877.01,481178.6979,972986.5223,1218484.665,312594.7257,201306.4602,1630529.58,934364.3088,1027169.755,1951985.202,1938579.19,933268.337,977741.8707,3828988.582,513121.6189,439019.6151,44052.87886,964845.1911,2240766.359,1241694.421,88625.03067,52035.97805,639718.569,3696964.163,1604286.715,2385677.058,2899656.026
427.16/18.3,470966.4537,1715231.417,246837.3028,1427719.517,552978.129,2396588.243,2391415.415,1336895.527,319686.3451,681165.507,1809565.164,840442.019,827529.18,817403.2339,562318.6661,81248.89065,1004637.592,1647734.446,866586.2718,217658.6116,1541563.314,1270237.627,1278737.767,1990626.968,463816.849,846537.5469,696328.3419,1637772.992,2562629.7,820938.9397
257.161/2.5,1589460.625,12451248.86,2065614.571,99705645.51,6120911.106,12503929.96,14016728.37,5136967.372,3322501.42,16331698.36,10012421.41,11210579.72,21413411.82,18203563.28,9318561.5,10292118.04,40280964.44,5758218.987,5737665.903,2213019.992,9542108.704,23429243.32,17882904.49,2995567.708,2538908.29,5696477.603,34406267.76,18520427.03,22427729.48,27196466.13
435.223/17,259567.6589,844064.1067,1723529.821,1414417.741,433361.0153,412475.3989,4693398.53,7847068.373,433007.1057,130883.7868,7423311.356,1561821.095,1915474.405,721778.3204,4091410.341,3411076.189,3709652.285,3950448.59,1513226.971,1823851.391,4001569.058,696835.0555,2411899.859,303911.0819,1886546.023,3156569.898,1285312.023,413521.2391,3187714.378,607850.3847
218.212/16.2,168999.3084,10365993.13,5193831.812,3942184.485,2072976.278,1040398.326,686024.5996,1786315.316,1758157.292,1146099.263,761580.4311,1259130.627,733764.8802,649115.2062,1669481.17,1578178.209,3597095.892,1044304.485,118831.5273,1801163.955,2923607.424,545320.7779,5135626.903,181680.4427,4283597.832,1181639.034,1833708.116,1297032.907,2177354.792,3923301.382
255.134/9.3,129936.6767,466250.3718,318086.9743,830130.6103,220874.1248,1088279.064,7374250.934,900279.5978,77071.60917,157040.1594,1241992.214,1656770.293,730361.6006,42508.01705,177899.7869,604178.2535,1698924.454,873101.8274,493781.2216,343702.5191,571479.7519,385205.5261,1370836.642,701251.1366,1344226.312,1357331.929,539820.4482,415355.8069,3076445.452,612417.2452
100.029/2.1,1137937.606,2140095.038,1584995.627,2427336.394,1664387.451,691501.251,2114623.043,676947.4458,1094198.81,418741.6129,1592038.66,611701.724,965081.375,2471243.251,1168866.449,1435469.897,1263743.492,1621227.302,791798.5336,1720263.64,3139583.607,500120.0371,393506.8298,898209.4864,893639.9714,1800176.635,1063944.951,1501449.533,1933560.249,1308959.28
386.239/11.1,194206.6276,349352.0056,334798.1221,267052.9225,2159641.121,352321.389,778753.7599,171056.5381,62396.66579,379646.0639,39261955.83,991462.1244,222228.721,444991.3853,527163.8168,891141.0553,7898543.423,2106734.479,1328569.937,89978.80547,388888.217,1494534.692,1172034.423,16783381.8,3639112.68,293823.4739,968221.4856,197769.0209,3460735.658,216209.7064
144.992/2.1,559156.4119,1658206.692,627012.4376,2579515.367,1494455.785,592123.4497,1716738.438,382938.6692,893590.4452,213921.6169,917556.2768,610048.9485,707197.3213,348796.0188,1203288.029,102933.9095,374614.3991,227826.9891,3362370.594,462204.4848,1904652.28,1250824.977,1140405.7,506155.9043,340009.5942,181320.3918,265751.7837,191392.1805,656178.0594,4245199.007
216.923/2.3,722904.8943,4798349.154,117510.6939,5645947.131,1825056.482,436921.8307,940167.715,4903095.136,4568346.308,1288821.494,2098046.597,10000,573791.0659,4649925.398,247129.6647,2279664.314,2486028.031,877305.6296,512503.4104,613941.4663,1090135.888,346519.3815,3246970.614,2387331.917,3965495.642,3639874.159,7325090.687,2226792.036,263745.3053,2931324.148
356.192/10.5,1056121.377,432601.9816,1370642.734,719004.5836,2151013.734,1801231.627,599665.3894,427330.1551,171429.7959,587000.5539,30506265.19,2343835.784,588871.987,670197.3362,1013941.03,2076404.379,6643179.514,4841379.979,5794380.379,796594.5625,868291.5804,1056075.87,5646529.172,7656890.251,5834919.6,748557.4518,2399339.967,918838.9901,2484799.434,630946.8777
91.542/2.1,498144.1051,575942.2935,973069.4729,1504042.42,746584.6351,976521.2,882661.6355,1519630.069,608459.8023,1234322.513,2156012.538,346118.7649,457685.8927,1251152.094,662152.7991,719026.7075,939798.7576,1743521.039,599554.4314,310713.3768,1417620.441,503992.7433,304407.4202,286619.2167,1054534.005,1496923.53,1336363.579,1087059.176,2523784.958,457541.5229
239.139/16.2,323681.3184,997507.0248,372452.5439,178928.4145,404756.0616,1687686.747,4632543.664,2573347.422,282887.3623,588047.0277,1158828.936,832616.3843,1725138.979,393291.1295,592525.405,475649.0546,1451219.86,756669.1243,973639.6861,694666.9357,857325.0256,557254.1475,1265163.225,1183601.96,2482337.59,2139363.411,393805.1754,654993.1354,2173328.908,1332944.517
313.22/17.1,671620.6432,402432.619,501985.3161,11125793.58,158424.8965,2810854.399,4221606.655,630156.2821,844703.2937,263295.4168,281432.8472,303165.5385,6718986.125,9739448.347,134855.475,2858525.029,690676.1318,323058.233,651001.9286,1955050.594,1047800.337,982954.5445,1069552.032,610601.4919,11960827.11,671428.0589,115782.9312,981764.5258,14158425.65,3400523.583
233.124/2.6,954840.9442,685679.8294,1058933.543,561342.2029,484203.7511,3304912.421,474099.5234,3876177.047,1264365.407,1251623.006,2265983.278,579174.585,1008475.143,667524.318,933006.0891,1601891.793,1552822.691,1822090.833,616329.1159,865524.35,1508479.769,359236.3682,2921737.243,1179055.561,2126568.109,811774.165,786537.1943,972780.7271,2362225.96,481680.1445
287.161/10.1,1227179.388,772481.8523,1980979.348,562122.5839,1873732.772,3534696.897,2035973.902,641564.6355,1764138.08,2800679.662,612359.9425,1906150.879,2436462.305,2856690.95,1905849.167,748605.0831,4133858.649,1120874.37,463358.3685,706759.6863,2196312.008,1205758.594,2732736.622,1375291.389,2368587.974,867655.684,2583518.063,2871427.748,1500388.544,1398569.161
331.231/16.9,161200.4784,442297.6598,347206.7611,381535.9729,105708.0466,1287633.908,675965.4751,1734408.226,292530.0514,915342.6221,1416488.414,169916.8891,900206.6156,428382.7086,345574.8096,109683.6829,1085589.281,240829.8558,1099725.946,217097.1678,614299.1662,328222.3134,280110.1006,495423.923,259823.8733,220166.5896,230862.3534,1652970.178,1764662.292,663390.621
298.186/8.9,275686.8166,674618.6408,494786.0558,731171.0138,1224440.528,631925.0808,935972.8912,397934.9258,198448.2785,533603.6496,21173901.43,2023369.717,424891.2708,668350.0461,606696.3813,812280.0961,6166263.683,1413945.071,1625377.003,330634.4702,497924.7905,1563718.323,1252749.569,6786917.275,3494471.337,381916.4522,1174761.575,503851.3082,2075577.175,338243.819
238.863/2.3,371365.4284,1110419.806,84506.4986,333943.6068,841189.4232,1004111.389,1116782.377,1684698.643,322879.7633,725211.4743,1150218.94,15518.38823,697915.8999,875076.8547,125443.275,441854.9372,1518488.769,594117.9054,298899.1725,158921.9298,477461.4789,159600.3563,1218899.18,757196.5699,1238489.496,1162992.377,999038.7451,613552.7999,164866.8005,942735.0921
290.269/18,21464.00857,11605222.11,9490350.308,6516839.969,4200844.257,2196956.364,810894.269,2276397.211,2215702.927,2627782.832,1086881.104,2435929.186,1199620.903,463764.3691,2512188.881,1822307.516,7178684.38,2444757.74,108503.8493,2915416.623,4211137.625,896950.1267,6846444.087,205175.1732,6190691.349,2664443.406,2390693.062,2187040.114,3904447.068,7517255.105
309.054/10.4,311948.0339,459280.673,110378.7055,271767.4877,234601.9699,793137.5023,3605608.282,2646556.759,311894.2911,1653832.035,381837.659,333946.1373,382095.1499,227719.0103,480730.1632,486119.4904,4700504.122,85071.28907,389516.4128,571468.0123,832418.8267,314553.41,362410.9837,468583.9372,1739171.391,201014.2623,62734.95332,697231.1675,352967.4505,267194.2485
272.186/13.8,1113582.697,5852721.055,2175534.977,2316516.075,1900066.739,9210150.468,5071418.503,4943244.049,1190900.976,1983252.429,7500996.206,1435766.432,1644952.647,2973503.673,1226975.941,1122313.457,6667020.86,2015410.035,5144030.517,714213.9819,5855293.751,2140474.864,4307768.781,4852574.059,2810534.016,1899438.059,2052550.308,3691634.53,4034240.147,1892617.211
342.213/10.2,151380.2642,451275.3283,336162.2214,475031.4048,1352045.933,469610.391,686924.65,280979.7069,126721.6707,391175.5532,27328690.68,1511097.492,312185.5659,508076.2719,470112.8351,496347.7023,6020263.687,1325910.216,1307488.793,164154.7961,302820.3075,1409634.1,1278834.192,11671826.72,3733447.398,208327.9464,861981.2557,253713.1596,2506402.299,196357.98
299.128/16.6,483389.3104,1136172.49,455296.8422,1968762.662,1632848.187,106480.5662,3290035.953,1012404.106,445362.4542,971152.1189,2975779.643,850651.4777,1679722.644,1170683.767,670955.7463,127725.5647,2316557.833,731186.1993,8210048.714,2962163.372,940027.5067,221904.4098,539948.4513,5840.191408,1041645.837,50639.61725,2111906.694,4952.377828,401368.3464,125252.8633
293.139/15.5,278764.6479,1377509.728,581264.7289,873474.7158,647533.1698,2432904.996,1934980.462,1235432.008,600615.2529,626866.7168,1224989.91,937893.861,642156.7384,649171.4215,1262513.868,478113.1704,1084829.148,1506702.388,1179303.75,397685.3041,1005638.715,492939.1196,1239547.965,773703.3889,1375980.765,1014703.86,859244.5638,1877898.585,1888237.636,413553.2006
224.128/18.3,280274.1216,1260896.659,1489815.839,1101788.755,437855.0405,8823075.855,1062980.538,2383677.003,849963.9374,943954.686,2268526.763,1674404.643,940358.0744,1255548.656,323744.7781,236114.9733,4347690.732,1139744.44,2789915.16,564547.8084,2514805.378,636238.9975,3009795.889,1592960.268,1127775.685,1039198.852,411542.2707,2745803.371,1438194.591,605837.5587
326.208/16.3,333632.0253,583655.7267,391103.1853,594248.2049,451115.7181,576211.2328,4321793.279,2604823.668,34209.38926,58197.5522,1003989.85,324144.4268,753824.7615,12764.52172,89522.0055,228226.7667,455643.1655,5168102.883,371465.1502,589131.4134,397527.2509,482489.8123,186275.621,222822.3919,361381.6703,427417.6086,1131267.337,27688.12527,2252502.154,479537.2627
132.057/2.5,40029314.36,2818731.72,1451372.011,3323483.929,616048.679,3730560.075,6528910.533,7791124.651,1852783.999,1508894.626,5737794.662,1032992.058,3819098.419,1053847.414,1524259.976,1820655.286,2854027.853,4525745.568,2423332.306,2662397.263,2602792.567,2091891.975,3655159.976,5753318.033,6772886.869,3496313.111,1944759.737,2822237.012,987532.2229,33758117.43
182.064/9.8,1223132.899,1371739.982,816666.4721,510417.6708,555002.217,2057483.589,2958093.67,3081055.249,325359.8011,733846.257,2050881.799,1239802.377,1234038.358,454765.3476,590713.815,397239.5058,1099604.252,1897082.213,1332300.94,1006004.094,1470104.248,1226850.663,2853495.262,935605.0007,1120344.025,558340.7107,492801.9565,1018099.136,3548323.144,684221.832
312.217/17.1,4149033.682,2685618.25,3057285.018,61114792.55,610479.3655,16445753.05,24733047.28,3348501.332,5238034.893,1071432.34,1649417.537,1900254.52,38763140.94,55644938.67,545213.0056,16843297.15,4343049.824,2035848.706,4116253.867,11406100.6,6276919.45,6064100.821,6456435.551,3784925.64,65442002.41,4226615.546,702341.453,549495.2212,80273297.03,19417820.41
